chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.27773514,0.045284636,2304.5955227832555,3293.4220847505903,4054.936835106383,0.0393274185505319,-367.28033,159.33316,-14.347812,17.13826,-36.30499,2.6828732,-16.284317,-11.647288,-5.1502438,-9.497432,-3.6302814,-25.378855,1.3079052,2.1130373,-4.882132,-7.8859167,-8.072063,-2.7367752,-6.503394,1.6046004,REAL
0.28861058,0.039353307,2182.7537566725928,2898.7536348508097,3361.0372340425533,0.0438622007978723,-364.06717,165.01007,-16.186632,27.950632,-29.473137,18.145193,-9.576716,-19.393147,-5.269019,-14.956403,-6.2819123,-27.829245,3.6112556,-0.55245167,-14.378612,-3.154514,-5.4393377,1.457344,-7.634782,-1.8987823,REAL
0.3986835,0.017102582,3381.9203563110755,3581.564069988571,6308.92619680851,0.0838649019281914,-399.26392,131.69363,-37.568867,57.362965,-11.127463,26.233934,-5.543888,-9.513609,-9.769166,-26.309908,-0.61445683,-24.728085,8.100296,-11.121847,-5.6119223,-7.5925097,-3.9925373,5.274084,-4.3817644,-2.1213086,REAL
0.38713267,0.029618949,3470.888072473418,3773.7974880983256,6412.150930851064,0.0838233460771276,-420.5732,109.570045,-34.70983,25.624088,4.8137646,4.6047325,-13.140046,-13.381662,0.4334216,-17.034548,-8.627668,-12.352296,-7.3297815,-5.002617,-12.75256,-0.8268827,0.7268854,-4.0919504,-3.2277346,-1.8472949,REAL
0.32535958,0.0378165,2720.697761627,3147.0303627899143,5470.412234042553,0.0557783410904255,-341.25082,153.1355,-34.2905,39.34959,-22.75721,21.646166,-9.854719,-22.921047,-12.103933,-14.19836,-0.2538481,-26.149775,1.7531248,0.6086649,-10.731969,-2.7129958,-4.977349,-0.31473807,-3.151972,-3.9796546,REAL
0.399691,0.011469294,4262.137408014167,5043.452812171799,9260.056515957447,0.0791846742021276,-485.2082,116.78785,-6.116403,34.562885,-17.15856,14.345999,-5.15452,-15.419504,-5.256455,-8.356261,0.6355456,-20.62077,0.14081988,-11.661995,-7.7423344,-5.4290175,-3.6158812,2.4264503,-3.6473143,-1.6355529,REAL
0.4309556,0.017705394,3194.387614513736,4257.900919544234,6867.935505319149,0.0558510638297872,-437.60492,140.73099,7.3476667,42.66929,-20.757057,26.596178,-6.505177,-12.665635,-9.0048485,-14.729674,0.25783408,-23.206665,2.8467615,-10.681169,-5.831947,-4.2898507,-6.7159734,0.0077552134,-6.0642524,-2.6330943,REAL
0.32705206,0.014318167,2498.107694566667,3211.585057282809,4827.875664893617,0.0480125914228723,-406.15683,170.666,-60.634365,11.967555,-22.227777,-15.652607,-16.708479,-14.264056,7.046374,-24.266632,9.218322,-8.053601,0.8981343,-9.455207,-9.170288,-4.6458025,-5.0725284,-0.7717344,-5.4636593,-1.5352865,REAL
0.38006184,0.021740064,2305.3446235733663,2437.4193346514844,4023.271276595745,0.0582457197473404,-338.52252,186.14175,-100.89115,2.763607,-37.27344,-20.557152,-4.8661695,-29.253908,1.7350922,-23.279438,5.200607,-3.2451134,-4.438402,-2.8589523,-14.235084,-6.318331,-10.929143,-8.607952,1.9836261,-2.7728524,REAL
0.33063865,0.05273402,1902.2913436129584,2452.751619068933,3476.728723404255,0.039291057180851,-321.77356,183.22606,-45.50606,23.71368,-17.447765,-10.25037,-10.025704,-18.6121,5.7530465,-5.0162134,-2.8220205,-8.380032,0.12805463,-2.8032844,-18.922613,-1.8893324,-2.0207431,-5.6457324,1.3727652,-1.0899451,REAL
0.31561998,0.03766267,2161.471479163171,2846.9036961402862,4295.79454787234,0.039041722074468,-337.24323,180.55867,-48.852615,28.511,-27.000732,11.322844,-6.2306566,-26.115866,-0.6493387,-17.421593,-7.120791,-19.894457,2.3845959,4.026331,-9.791722,-1.5976199,-3.700992,-0.078396395,-7.7924147,-7.4714484,REAL
0.508384,0.006895014,3665.24715323884,3583.5340800502663,6577.210771276596,0.1050739694148936,-424.2823,129.71298,-73.53094,39.55688,-16.530052,2.3143208,4.2514367,-18.34307,6.567071,-24.0026,4.720668,-21.799099,1.0918152,-3.8525796,-9.653693,3.0456352,-6.05018,2.2016115,-5.133036,-3.8539007,REAL
0.3465411,0.04533424,2922.649473562963,2992.966368120808,5235.538563829788,0.0708942819148936,-348.48453,132.06693,-39.231464,41.219933,-15.655818,11.174565,-7.304377,-15.210525,-1.9018089,-12.449947,-7.30067,-27.659626,-7.154041,-6.457435,-11.8687105,-3.1181648,-9.810521,-5.4837775,-5.0033197,-2.3071394,REAL
0.37802726,0.026230449,1996.9117719378912,3156.170455374348,3422.373670212766,0.0352809175531914,-401.1705,176.45937,-19.608236,8.230008,-16.860126,18.285933,-4.0596614,-14.409382,-8.449916,-13.039399,-4.448271,-23.332916,0.0060422067,0.9587936,-8.262918,-8.214574,-11.673231,-6.921686,-1.5831195,-2.9702733,REAL
0.38208932,0.02060665,3058.954649979561,3555.483218342394,5840.425531914893,0.0663750831117021,-420.12134,141.39949,-29.28914,52.093678,-13.784837,9.822385,-1.8021511,-13.188067,-4.449702,-21.605497,-1.7125936,-29.198198,3.2309663,0.0754072,-8.039416,-1.8636878,-10.26898,-0.7267504,-0.8707459,-4.9214425,REAL
0.53773063,0.009864206,4215.600630297505,4861.802865086132,8510.30585106383,0.0919734873670212,-490.74216,109.27812,-11.866027,16.360342,-3.1105042,1.2286584,-10.457842,-8.579167,-6.178507,-7.953453,-4.609204,-11.238028,2.2395475,-3.0811474,-4.031093,-2.9353285,-4.891599,-1.7050588,-8.31747,-3.213126,REAL
0.38821518,0.01874154,2830.862687811742,3666.163373503663,5504.072473404255,0.0531603224734042,-419.97873,145.75871,-34.02484,43.382202,-8.501467,24.882887,0.6877111,-17.069838,-2.6239858,-21.575502,7.648132,-20.65852,5.9380064,-6.2820907,-7.4602766,-3.3379855,-7.818144,3.061842,-8.331358,-2.6917193,REAL
0.51791364,0.010306277,3460.6172417676216,3911.707666382178,6958.194813829788,0.0870075631648936,-418.4189,144.82922,-37.861256,31.709614,-29.18645,13.1938305,-5.5231085,-7.721394,4.2377396,-19.593252,6.8147426,-21.767889,9.659467,-6.085625,-2.8660963,-11.664662,-10.213164,-1.8918201,-7.6492996,4.0517216,REAL
0.38029757,0.03297422,2704.894646281504,3681.98507496741,5842.420212765957,0.0505111369680851,-384.4121,159.50441,-17.788525,28.195526,-37.19171,9.895665,-10.374356,-11.081676,-3.7505445,-12.8791895,5.1864314,-14.130199,9.129304,-9.512741,-14.3984375,-0.7792505,-6.0417876,-3.4128766,-9.213547,-4.408549,REAL
0.43126976,0.034352392,3205.518521432854,3741.835741298304,6920.79454787234,0.0652219082446808,-368.11423,136.62462,-24.374043,40.904667,-14.053372,8.165019,-7.65413,-16.65246,-8.083591,-11.704603,-2.7730434,-20.648472,3.63949,-4.193376,-12.0993,1.2097925,-8.642713,-0.6985812,-1.970084,-4.593141,REAL
0.4478586,0.02676569,3370.843169811557,3513.716426815852,6917.303856382979,0.0846648520611702,-374.4697,130.58466,-23.917797,83.04496,-22.200247,25.133766,-3.1511376,-16.891031,-2.5433924,-17.655748,6.1761184,-24.845566,-1.080366,-13.266852,-7.5945973,-3.3517206,-8.843973,3.7785408,-1.9485623,-3.204857,REAL
0.51713747,0.014954789,4095.330386671213,4110.26174444606,8640.209441489362,0.1021183095079787,-393.99658,119.9503,-46.43765,48.48825,-14.807756,23.343922,-12.292657,-13.4450865,-0.7819443,-14.5759535,5.485587,-18.285826,0.59057957,-8.468291,-1.092135,-2.623951,-10.350984,2.8518019,-8.614904,0.06995634,REAL
0.3948008,0.035805833,3028.231086828749,3523.1624354926857,6372.755984042553,0.0615753823138297,-375.08987,133.53749,-13.087595,71.30167,-18.449055,17.744574,-4.196503,-8.977331,-4.2600555,-13.86081,0.15432706,-26.235037,-4.2131968,-6.8979325,-6.580132,-0.06295272,-9.757382,-2.7432897,-1.3280863,-0.36495402,REAL
0.3940906,0.040736217,2854.709371054886,3608.7501411224953,7024.268617021276,0.0450569315159574,-352.64786,144.99287,-8.546802,85.47276,-27.238323,29.831,1.3033814,-21.265377,-1.373671,-11.916977,5.1502886,-31.740429,-7.0679445,-1.0945418,-15.277014,-4.9062805,-9.285137,-3.2060056,0.63072085,-5.3840375,REAL
0.423099,0.035264097,3823.9242638692704,3948.764400078086,8378.90625,0.0827117270611702,-363.55518,119.449356,-20.563076,88.55023,-15.668364,37.35191,-4.0893693,-20.667017,-5.588717,-12.396927,2.5629845,-28.864622,-4.172087,-5.6594357,-9.991864,-8.378116,-6.9034886,2.6072898,-4.5283194,-3.9749541,REAL
0.36202472,0.027453626,3809.349325391645,3144.7743835465744,6491.688829787234,0.109354222074468,-365.08868,115.82133,-58.309685,60.21744,-32.255432,-2.7846704,-6.577743,-19.447138,-0.22575793,-15.13558,0.84177893,-17.708776,-3.0754673,2.155375,-1.8448347,4.939816,-1.5988456,4.533746,-7.298571,-6.2877574,REAL
0.3550869,0.053825393,2262.308343421219,2979.796179594165,4767.785904255319,0.044428399268617,-304.76077,180.50438,-21.9672,42.630547,-38.162464,15.082818,-8.079428,-16.19269,-10.417122,-13.970401,5.728241,-18.365671,2.9517317,-0.2630021,-7.9971924,-10.821505,-8.859083,0.18445735,-3.6006868,0.8451016,REAL
0.27319318,0.043824334,1968.3802455844595,2848.033469782996,3521.609042553192,0.0313642785904255,-339.74182,180.91142,-25.284222,17.84912,-30.209402,21.228664,-4.2386365,-18.675644,-6.355233,-19.239525,3.370823,-13.259894,-0.09283354,-5.1418633,-17.258703,-2.3553162,-8.061211,-1.2330512,-0.8155462,-0.7120718,REAL
0.29295638,0.032924633,2922.173878143017,2956.094154343054,5090.674867021276,0.0757926778590425,-346.19403,156.1181,-49.234608,41.354454,-31.525888,5.4042487,-3.1629317,-10.593613,-8.237739,-11.429302,6.699316,-17.766985,2.5882025,-14.574428,-8.036982,0.19710626,-6.9324555,5.6391525,-7.3410034,-0.061884798,REAL
0.32326663,0.009432316,2857.269396656585,3407.4632730918047,5060.00664893617,0.068343791555851,-426.5642,147.19183,-64.69508,1.6358079,-23.804121,-4.3675857,-0.27521357,-21.063667,-5.7487655,-9.156279,5.4372535,-6.33472,-6.381247,-13.94581,-7.755463,-4.0549064,-7.1408277,-3.225263,-2.4586709,-3.68256,REAL
0.5176324,0.005955959,3144.4989458636064,3840.9112841353262,6100.232712765957,0.0707072805851063,-428.6629,150.76529,-54.039204,15.359181,-21.422804,10.576704,-1.3710319,-11.556914,1.7729893,-20.00841,8.886534,-23.341173,3.1024063,-12.660536,-1.1800334,-5.108462,-11.397832,3.739318,-10.696555,1.3807341,REAL
0.36257124,0.035930075,2980.528783159384,3150.5697360911067,5428.025265957447,0.0723850980718085,-345.45697,143.55933,-42.647167,25.91987,-32.028603,4.623802,-7.3349857,-14.165466,-5.0030503,-13.007654,-7.499969,-19.119831,5.282452,-6.2306466,-8.223056,-4.382106,-13.82563,-1.8363559,-4.217917,-1.0707006,REAL
0.41831982,0.029561317,2566.740649980464,2923.41398455771,4370.844414893617,0.0594456449468085,-358.83868,166.96707,-47.599537,27.22407,-24.077559,24.763435,-2.8746982,-23.548836,-4.442682,-17.524616,1.4408141,-17.408314,3.8747299,-2.1232746,-11.387731,-2.188822,-7.3838253,-4.268345,-6.8668575,-4.1845245,REAL
0.33648667,0.036453072,2413.0316632811714,2795.438533957478,3745.262632978724,0.0572587682845744,-373.31882,155.91031,-23.77837,40.678837,-29.180716,6.7303247,-4.97071,-11.493685,-5.6460824,-11.802911,-3.4740088,-27.834429,-4.409681,-2.55291,-3.687967,-2.2009046,-8.276303,-1.4886278,-4.6665177,-6.743775,REAL
0.36042154,0.024497574,2234.824646273441,3118.043787638898,4308.011968085107,0.042719414893617,-366.8874,173.11081,-36.652782,31.254875,-24.58167,9.643456,-8.798113,-14.898292,-0.14960936,-15.328176,10.511785,-12.266781,0.2741985,-9.174183,-12.290553,-2.3967807,-12.153959,-4.9219165,-7.132286,-5.4274817,REAL
0.41082117,0.033488795,2199.326797868257,2700.195048386763,4046.958111702128,0.0496384640957446,-310.41888,189.90877,-68.15766,27.145555,-31.669434,7.906372,-10.021013,-19.643023,10.311043,-16.34435,8.962984,-16.27966,-1.5466884,-6.595281,-20.701027,-4.612242,-8.82672,0.21490395,-4.9516363,-5.660827,REAL
0.48927763,0.032541152,2463.586205862847,2355.9889683223782,4425.44880319149,0.0706865026595744,-299.80945,186.73322,-126.961365,7.90458,-55.99776,-27.952053,-12.584537,-43.032986,14.857775,-20.69373,7.6894426,-14.230246,-0.5445095,4.7453,-13.831923,1.796712,-8.112291,0.6591883,-6.2966166,-12.9276705,REAL
0.4510434,0.03305694,2390.046100882976,2407.94251016473,4309.757313829788,0.0633674783909574,-288.7499,174.53372,-105.77351,-0.7556818,-56.509605,-21.62246,-18.13391,-30.510708,4.743728,-13.469084,-0.73258454,-9.448698,2.368175,3.9146543,-13.772537,-0.6969439,-7.077992,-0.7523671,-7.202156,-9.731041,REAL
0.4160815,0.031731088,2611.192506848754,2606.82908921143,4921.126994680851,0.0745252244015957,-290.34708,177.97546,-97.29573,21.764545,-40.39327,1.1395996,-7.9177876,-27.096163,7.5774755,-16.711033,3.0859861,-12.898011,1.4189001,0.5341511,-15.150638,2.2194269,-7.1833854,-2.907757,-7.867862,-9.475024,REAL
0.42699707,0.02285828,2810.9473073148074,2592.777405009237,5193.400930851064,0.0755900930851063,-312.44043,170.19107,-119.491104,12.689884,-49.37645,-10.17953,-4.7016253,-32.198666,9.923534,-21.060726,6.770587,-16.051355,-0.96546525,-2.8239083,-14.382619,1.5739019,-8.367123,-0.8119206,-4.897515,-6.7971153,REAL
0.5113365,0.022348726,3117.298461342015,2678.3649631167405,5706.033909574468,0.0995158743351063,-306.9025,165.16759,-130.32242,19.554312,-47.957047,-1.4586849,0.026929548,-35.19856,13.973824,-27.43054,10.65183,-23.922068,1.3581989,-2.6955402,-17.02394,4.2310085,-13.966172,3.4188154,-9.193066,-4.6437106,REAL
0.4724166,0.04187478,2747.891930502566,2693.9766578183912,5079.704122340426,0.0714293134973404,-267.92767,155.63286,-84.85492,7.703938,-40.750988,1.2112917,-4.345975,-21.286978,-3.5938075,-16.321764,1.3717688,-13.809301,-3.8201168,-0.35634735,-8.331848,-2.3674664,-10.540528,-1.5528506,-8.272271,-5.785827,REAL
0.39240798,0.056108695,3053.059393181106,2811.5039392631875,5290.890957446809,0.0872828706781914,-269.81155,151.50703,-68.857155,36.715645,-36.80035,20.597713,-4.257294,-13.799215,0.83582664,-15.657177,-0.4470419,-20.77358,0.05036374,-4.8281074,-6.104354,-1.9934814,-9.236676,-1.5792325,-8.847877,-2.2368267,REAL
0.510419,0.015708886,2683.252798653816,2982.87144224854,4980.718085106383,0.0687749335106382,-370.4738,160.54301,-80.206604,6.9350767,-31.274384,6.6675186,7.5625534,-19.64496,0.70736897,-15.272773,2.0639153,-14.051847,-2.981466,-2.7728553,-9.80738,-3.7495546,-7.6600833,-2.293973,-4.0663395,-6.0754666,REAL
0.51620513,0.029296678,2688.582785394472,3084.5746415949275,5026.845079787234,0.0669880319148936,-356.9243,146.19785,-57.60087,7.5153437,-34.906685,7.2676806,0.070596926,-18.872688,-4.570907,-14.121125,-1.0620605,-14.657047,-6.700398,-5.6672297,-10.4720955,-1.8005399,-8.596099,-0.342523,-2.2197518,-3.1686623,REAL
0.35072786,0.045683037,2408.507718703093,3194.3432162861936,4852.559840425532,0.0514513380984042,-330.48495,163.3849,-12.510416,39.72776,-30.574558,27.330252,-5.812549,-17.374521,-5.287827,-17.975355,-3.8468347,-23.606565,-1.9539689,-5.4547725,-8.949971,-0.9797175,-4.8118763,1.7961174,-5.3120966,-3.7567713,REAL
0.35109842,0.02945167,2568.1824594025643,3699.298827466948,5837.433510638298,0.0364652593085106,-393.3122,148.41498,-6.4703445,45.507393,-14.145644,40.71204,-1.9050918,-16.360256,-6.6899695,-15.307685,0.583692,-25.487993,-8.4143305,-7.380927,-6.5115027,-5.080304,-6.901392,-2.917513,-5.328302,0.2872148,REAL
0.39164132,0.030096442,2572.1200982027963,3519.654346634988,5649.434840425532,0.0481164810505319,-376.263,154.61583,-19.41992,54.503693,-11.72345,38.024223,-0.7226008,-20.034563,-10.105942,-14.691769,3.9365475,-27.698063,-2.2828147,-3.6906648,-8.630571,-3.2851667,-9.116778,-1.4088879,1.077567,-5.876399,REAL
0.53395617,0.009570699,4293.609297947608,3994.818669836372,8479.138962765957,0.1188289561170212,-425.6529,111.58424,-45.29881,54.08814,-18.976751,22.898716,-3.5537612,-11.076305,-2.9463494,-25.671095,9.154712,-18.416311,6.5116,-10.255276,-2.7433777,-5.0248523,-6.9531736,0.7073566,-7.2561016,0.9384011,REAL
0.47494322,0.04022594,3237.534608642281,3432.681308664127,6161.319813829788,0.0868673121675532,-361.61636,141.22919,-31.16167,43.427544,-32.999027,4.5971136,-12.38155,-6.8521266,-3.1047258,-16.729393,-1.4036103,-20.52294,-0.06174742,-9.061297,-4.4787717,1.3650049,-9.960402,-1.1785464,-4.1733565,-0.057279024,REAL
0.4648486,0.03066981,3765.04088347587,3272.9799500333284,6909.82380319149,0.1103983128324468,-344.52063,122.345825,-50.424355,76.35688,-24.136074,22.21335,-6.8583255,-8.389633,-8.19431,-20.952785,5.8331122,-22.352238,5.707202,-11.920691,-5.2433934,0.7683629,-10.443751,1.5307698,-2.2922845,-1.2503597,REAL
0.36989328,0.027199822,2841.70129316391,3458.0393834494253,6118.184840425532,0.0542148021941489,-381.52036,147.09036,-29.523788,65.454666,-13.421467,40.21387,-6.2799954,-19.846828,1.9603963,-27.77838,2.4484208,-28.156258,6.7757964,-9.690008,-7.5938025,-8.419918,-12.595634,3.4698393,-4.069555,1.2525623,REAL
0.40652838,0.020402122,3331.997305180569,3447.365491409963,6430.601728723404,0.0898073886303191,-384.2521,140.53688,-26.464958,69.442116,-26.888752,14.76937,2.366454,-8.539216,-6.3116074,-21.924057,-0.8134747,-23.891018,9.628081,-0.55515754,-0.15582253,-5.445435,-8.962383,-1.4703945,-1.03383,3.3123717,REAL
0.33185482,0.05113348,2245.509519848985,2498.625860973868,3823.553856382978,0.0584950548537234,-292.62457,183.80257,-51.15124,33.247517,-30.138212,8.515434,0.19985059,-16.775215,-3.1335344,-19.324617,0.6747501,-9.790241,1.1449403,-7.883563,-17.449928,1.9468968,-5.4457192,-1.0656118,-0.9687693,2.6186845,REAL
0.23363048,0.017054433,2735.4757862017527,2926.4545746132203,5476.89494680851,0.0694657995345744,-373.76932,160.57988,-78.77094,15.062867,-38.902153,-5.862168,-1.0583019,-28.704872,4.9007573,-11.311782,9.499018,-7.0365443,-5.769801,-17.413425,-10.510054,5.8922644,-4.0283265,4.750338,-4.908495,-7.278213,REAL
0.44232422,0.012648894,2899.9381707628186,2988.063560563453,5601.313164893617,0.0718188996010638,-360.65283,158.5385,-91.50942,11.657777,-45.30388,-6.502038,-0.8455505,-23.525406,2.6372185,-20.33454,9.485964,-13.154628,0.7331059,-3.2013721,-6.313629,-0.44714072,-10.939388,0.30102473,-4.930623,-5.153743,REAL
0.4085857,0.04891175,2229.857961785766,2766.824295071818,4171.126994680851,0.0456958527260638,-292.1817,176.9796,-56.17045,25.267832,-33.200676,12.580529,-9.511701,-19.595694,-10.526174,-17.090107,4.1537333,-19.639366,-1.7942824,-4.0989227,-6.5718937,0.3899653,-8.837218,-1.3892556,-9.264768,-5.020976,REAL
0.51362103,0.01840422,2718.781204308874,3099.480180153348,5369.930186170212,0.0667594747340425,-341.82172,154.79709,-55.931812,16.636385,-25.117214,6.7464767,1.7732347,-17.147345,-8.639789,-13.2973175,1.5661993,-14.70817,-5.918427,-0.041439004,-4.442977,0.057897173,-4.8245273,-1.167987,-4.998687,-2.3747027,REAL
0.38077056,0.04108988,2477.5698215410703,2990.624063001881,4859.04255319149,0.0534044630984042,-318.51044,163.84875,-35.123425,39.180927,-19.014965,17.902344,-4.679573,-12.765886,-10.591576,-19.022661,1.1935499,-22.554909,-0.6085678,-1.7865478,-7.9530354,2.5786538,-5.7060256,-1.149622,-5.423731,-3.2645872,REAL
0.4961315,0.024971142,2687.862410487493,3110.60247607352,5008.643617021276,0.0702709441489361,-359.57697,149.7985,-42.646343,6.5741143,-25.02025,10.741362,-0.5487353,-13.506819,-6.4158597,-15.234077,0.9974891,-14.827582,-6.017733,-3.4490418,-11.928096,-4.351122,-6.378937,-2.8490117,-6.0034966,-3.9174948,REAL
0.37180138,0.029821508,2773.63177630816,2846.488144066839,5094.664228723404,0.0704371675531914,-332.19592,160.9195,-65.11642,52.015926,-13.209317,12.962161,-11.1528,-26.910753,-3.8384492,-13.243778,6.653981,-19.274853,10.03473,6.099701,-12.333054,-2.6914027,-10.90867,-4.1620245,-5.853682,-3.0820508,REAL
0.4080977,0.009923737,2728.639693169644,3006.431085436687,4575.29920212766,0.0726915724734042,-405.29645,165.98422,-81.20702,10.54692,-17.84042,-1.8672767,-4.4689317,-34.948307,8.675861,-21.50297,2.928958,-14.6431,4.5280685,0.77809125,-12.812635,-5.2072268,-14.741155,-1.803563,-4.505383,-7.7435083,REAL
0.3296001,0.053439744,2042.0125335216933,2553.704155858656,3555.76795212766,0.0425583859707446,-303.91562,189.61598,-59.958008,17.16204,-34.030388,17.021296,-2.203455,-26.350485,3.5081375,-9.582679,-13.095408,-23.592104,6.960806,2.083824,-10.212169,-8.344155,-7.542789,4.2497363,-17.040035,-2.9798818,REAL
0.39460176,0.026132483,2303.398046581419,3078.3539633572354,3792.885638297872,0.0479035073138297,-388.0699,178.34479,-41.29611,10.264527,-20.406301,14.421135,-2.107557,-22.371489,5.557495,-12.46395,-7.2852225,-18.876625,-7.536773,-1.2786771,-8.152244,-5.5494256,-1.0251331,-6.1711593,-8.042486,-1.714527,REAL
0.39451253,0.042565055,2255.159896872596,2435.553950215022,3783.660239361702,0.0562822057845744,-299.2669,192.18654,-67.71554,17.492123,-33.14115,8.257431,-7.780412,-21.182903,3.01991,-13.008015,1.1714008,-12.544885,-0.9710572,-3.409827,-13.628906,-8.621486,-6.9076633,-3.6713643,-9.69279,-2.877636,REAL
0.37215137,0.032965522,1884.3746568771896,2284.447128807992,2983.543882978724,0.0415662400265957,-338.17847,193.48828,-71.973465,-3.8101392,-34.11289,-11.572929,-10.402212,-25.942823,-3.4726498,-15.086219,0.95642734,-8.792968,-5.6592836,-0.22516806,-10.4352255,-1.9162049,-8.716694,-8.209311,-4.6526346,-7.7156515,REAL
0.37094924,0.019545346,2227.515343122488,2589.320810254972,3955.701462765957,0.0518305352393617,-359.9809,183.76363,-80.37591,5.8818264,-42.889027,-22.932917,-10.093322,-29.313263,1.2762108,-15.097678,9.463529,-10.497931,2.9124758,0.47107157,-5.6080885,-2.2407846,-10.472587,-4.3692966,-5.41559,-4.350375,REAL
0.29002765,0.02129166,2192.6884817335977,2553.637769830722,3831.781914893617,0.0458620761303191,-365.784,178.92303,-87.74444,-2.9638863,-41.18416,-25.083368,-9.161223,-30.732151,3.209995,-9.081041,8.637793,-5.5757236,-3.241007,-4.412245,-13.391423,-5.214003,-7.659305,-6.3910985,0.342819,-4.734405,REAL
0.3343569,0.043543085,1946.477099698013,2390.5774190435905,3237.865691489362,0.0415506565824468,-327.94315,191.98407,-63.401825,2.6758285,-28.128775,4.685252,-3.5504067,-20.36975,3.697646,-9.513462,-9.595928,-17.462275,0.39791885,-0.25051892,-10.939191,-5.247976,-6.370121,-0.6446909,-9.48758,-4.044065,REAL
0.25244683,0.013004853,2523.2686883593333,2823.6261468543003,4380.817819148936,0.0540693567154255,-398.65576,164.4912,-97.121216,-6.3638916,-43.236355,-23.236704,-4.0812902,-31.615744,9.151292,-21.27851,6.0960655,-8.7957115,-1.5911937,-4.834051,-9.351393,2.4713423,-12.581633,-4.2041817,-4.280218,-5.404949,REAL
0.43311578,0.01182106,2977.70625365195,3021.769910653967,5615.275930851064,0.0743953623670212,-370.9351,155.05397,-92.26842,12.413175,-41.269215,-10.329457,-3.3465142,-25.344086,4.123441,-22.547686,7.5948687,-8.757602,1.0358325,-7.637195,-12.38977,0.3973297,-10.194886,-2.8847134,-5.6682305,-6.7188706,REAL
0.34977064,0.04932338,2616.1255994770345,2498.070027919771,4556.10039893617,0.064208984375,-299.9353,161.98853,-75.90722,35.323025,-11.996055,14.257855,-5.0620785,-23.615967,6.0067177,-18.797659,-10.403302,-17.912884,-0.2633172,0.574868,-19.916964,0.8176454,-4.4316525,-3.0983016,-2.2080352,-6.7096095,REAL
0.47566336,0.0196627,2938.281180277296,3076.9164663214765,5278.42420212766,0.0762861535904255,-375.06824,154.01773,-71.4165,21.918308,-14.427423,13.086883,-2.132686,-19.212086,-1.0579256,-21.49106,-2.0986378,-16.798246,-1.159846,-1.9430695,-10.628158,2.8877437,-4.775958,1.367569,-3.3995469,-7.1516795,REAL
0.47958764,0.025325436,2724.692120395005,3082.883787011303,4754.571143617021,0.0740421376329787,-363.33713,156.57365,-53.30279,18.866585,-27.283934,8.33827,1.3406521,-15.313746,-10.564874,-17.646221,-1.9135092,-15.960057,-3.1096718,-0.5610268,-4.010948,-2.5021048,-6.363376,1.385512,-3.0779061,-4.3618035,REAL
0.53907096,0.004721969,3159.38361918986,3636.56780326364,5859.375,0.0757874833776595,-431.52353,152.97868,-67.77966,12.599413,-28.62667,-4.1306705,5.757209,-15.483434,5.5499263,-24.608522,10.911588,-16.346722,3.5731275,-11.978486,-7.766966,-0.14934112,-13.807413,4.8752193,-9.17899,0.15586366,REAL
0.43041247,0.03265151,2414.8031102502123,3259.007704761591,4885.472074468085,0.0461477726063829,-348.50803,163.71767,-33.19576,22.529184,-27.547688,14.470581,-5.3114295,-10.974661,-7.557675,-19.887257,-1.649738,-17.670792,-3.920978,-3.7195168,-7.916787,-5.152187,-6.0468874,-0.86496896,-5.9057255,-2.3245728,REAL
0.33378166,0.049440324,2607.433787623992,2861.415626561801,5120.345744680851,0.0565523188164893,-303.55258,168.79422,-52.538,43.02677,-36.63945,13.268885,-10.959082,-20.824087,1.5080352,-16.959822,-5.1156373,-25.813711,3.2708294,-0.32064617,-8.262322,2.103132,-6.255938,2.9228833,-6.0890827,-4.1849003,REAL
0.4337386,0.025671396,2677.217418431578,3268.3973278076537,5075.964095744681,0.0615597988696808,-376.03998,162.70572,-28.556086,23.982998,-23.910025,25.785831,-0.18072481,-19.26829,-5.8074417,-18.495892,-8.03439,-22.852154,3.4299014,0.9668618,-10.11935,-1.1374608,-4.559357,-0.39101756,-5.1579976,-3.9736617,REAL
0.42422917,0.021247452,3220.3141117143728,3495.545469827477,6568.234707446809,0.0797664561170212,-358.05814,152.54361,-45.204746,47.272743,-25.084805,29.551493,-6.3552475,-18.216133,-4.0381713,-22.365393,8.563467,-24.389088,7.5353966,-4.5716863,-7.366528,-0.14491369,-4.826335,2.9522443,-6.5803776,-4.4080706,REAL
0.3840068,0.012724076,2880.767743732026,3037.61323265821,5602.310505319149,0.0690502410239361,-359.49854,164.59842,-88.50746,22.474783,-38.304207,-2.6677046,-2.1763332,-26.990938,3.684957,-24.964836,11.08896,-18.216745,1.1541189,-6.097238,-2.7279477,5.7764373,-7.2631474,4.4920177,-8.147411,-6.0105085,REAL
0.3848246,0.020832064,2937.045735398709,2779.1085345732536,5552.443484042553,0.0790340342420212,-314.016,170.92314,-111.216835,23.442547,-47.60119,-9.974208,-10.723246,-33.47123,7.881152,-29.91529,8.082753,-17.900658,8.63696,-1.0150266,-7.8658056,6.455163,-11.161616,-0.37444687,-12.44589,-5.5361447,REAL
